ἁγιασμός	명사
ἄγκυρα	명사
ἀεί	부사
ἀήρ	명사
Ἀθῆναι	명사
ἀνατρέφω	동사
ἀποδείκνυμι	동사
ἀποστολή	명사
ἀποφθέγγομαι	동사
Ἀρίσταρχος	명사
ἅρμα	명사
ἀσφαλής	형용사
ἄφνω	부사
ἄφωνος	형용사
Βερνίκη	명사
βία	명사
βυρσεύς	명사
Γαλλίων	명사
Δέρβη	명사
δεσμοφύλαξ	명사
διαίρεσις	명사
διασπείρω	동사
διαστολή	명사
δυνατέω	동사
Ἑβραΐς	형용사
εἰλικρίνεια	명사
εἴσειμι	동사
ἐκδέχομαι	동사
ἐκδημέω	동사
ἐκκλάω	동사
ἐκπλέω	동사
ἐκψύχω	동사
ἐλευθερία	명사
Ἑλληνιστής	명사
ἔνδειξις	명사
ἐνδημέω	동사
ἐνίστημι	동사
ἐπίγνωσις	명사
ἐπιποθέω	동사
ἐπιστηρίζω	동사
ἐπιταγή	명사
ἑρπετόν	명사
ἡμέτερος	형용사
θέατρον	명사
Θεσσαλονίκη	명사
ἴαμα	명사
Ἰταλία	명사
καθαίρεσις	명사
καθό	접속사
κανών	명사
κατακαλύπτομαι	동사
κατάκριμα	명사
καταναρκάω	동사
κέντρον	명사
Κλαύδιος	명사
κλῆσις	명사
κρείττων	형용사
Κύπριος	명사
Λύδδα	명사
μακροθυμία	명사
μάλιστα	부사
μάταιος	형용사
νουθετέω	동사
ξυράομαι	동사
ὅσιος	형용사
παράβασις	명사
παραχειμάζω	동사
πατριάρχης	명사
πατρῷος	형용사
πειθαρχέω	동사
πεντηκοστή	명사
Πέργη	명사
περισσεία	명사
πλεονέκτης	명사
πλοῦς	명사
πλουτίζω	동사
πνικτός	형용사
πορνεύω	동사
Πρίσκιλλα	명사
προγινώσκω	동사
προοράω	동사
προσφορά	명사
προχειρίζομαι	동사
σάρκινος	형용사
Σεβαστός	형용사
σκάφη	명사
σπουδαῖος	형용사
στενοχωρέομαι	동사
στερεόω	동사
Στεφανᾶς	명사
συγκρίνω	동사
συμμαρτυρέω	동사
συμπαραλαμβάνω	동사
Ταρσός	명사
τετρακόσιοι	형용사
τετράπους	형용사
τήρησις	명사
τίμιος	형용사
ὕβρις	명사
υἱοθεσία	명사
ὑπηρετέω	동사
ὑπονοέω	동사
φάσκω	동사
φθορά	명사
Φρυγία	명사
φύλαξ	명사
ψάλλω	동사
