ἀβαρής	형용사
ἀγαθουργέω	동사
ἀγαθωσύνη	명사
ἀγανάκτησις	명사
ἀγενής	형용사
ἁγιότης	명사
ἁγνισμός	명사
ἀγνωσία	명사
ἄγνωστος	형용사
ἀγράμματος	형용사
ἀδάπανος	형용사
ἀδήλως	부사
ἀδιάλειπτος	형용사
ἀδιαλείπτως	부사
Ἀδραμυττηνός	형용사
Ἀδρίας	명사
ἁδρότης	명사
Ἄζωτος	명사
ἀθέμιτος	형용사
ἀΐδιος	형용사
αἴνιγμα	명사
αἴτιον	형용사
αἰτίωμα	명사
ἄκακος	형용사
Ἁκελδαμάχ	명사
ἀκρίβεια	명사
ἀκριβής	형용사
ἀκροατήριον	명사
ἀκροατής	명사
ἀκωλύτως	부사
ἄκων	형용사
ἀλαζών	명사
ἀλάλητος	형용사
ἀλίσγημα	명사
ἀλλόφυλος	형용사
ἄλογος	형용사
ἀμάρτυρος	형용사
ἀμετακίνητος	형용사
ἀμετανόητος	형용사
Ἀμπλιᾶτος	명사
ἀμύνομαι	동사
Ἀμφίπολις	명사
ἀναβάλλομαι	동사
ἀναβολή	명사
ἀναγνωρίζομαι	동사
ἀναδέχομαι	동사
ἀναδίδωμι	동사
ἀναθεωρέω	동사
ἀναίρεσις	명사
ἀνακαινόω	동사
ἀνακαίνωσις	명사
ἀνακεφαλαιόω	동사
ἀνάκρισις	명사
ἀναλογία	명사
ἀναντίρρητος	형용사
ἀναντιρρήτως	부사
ἀνάξιος	형용사
ἀναξίως	부사
ἀναπείθω	동사
ἀνασκευάζω	동사
ἀνατίθεμαι	동사
ἀνάψυξις	명사
ἀνδρίζομαι	동사
Ἀνδρόνικος	명사
ἀνέγκλητος	형용사
ἀνεκδιήγητος	형용사
ἀνελεήμων	형용사
ἀνεξεραύνητος	형용사
ἀνεξιχνίαστος	형용사
ἀνεύθετος	형용사
ἄνθραξ	명사
ἄντικρυς	전치사
ἀντίλημψις	명사
Ἀντιοχεύς	명사
ἀντιπίπτω	동사
ἀντιστρατεύομαι	동사
ἀντοφθαλμέω	동사
ἀνωτερικός	형용사
ἀξίως	부사
ἀόρατος	형용사
ἅπαξ	부사
ἀπαρασκεύαστος	형용사
ἀπειλέω	동사
ἀπεῖπον	동사
ἀπελαύνω	동사
ἀπελεγμός	명사
ἀπελεύθερος	형용사
Ἀπελλῆς	명사
ἀπερισπάστως	부사
ἀπερίτμητος	형용사
ἀπόδειξις	명사
ἀποκαραδοκία	명사
ἀποκατάστασις	명사
ἀπόκριμα	명사
Ἀπολλωνία	명사
ἀποπίπτω	동사
ἀπορίπτω	동사
ἀποστασία	명사
ἀποστυγέω	동사
ἀποτολμάω	동사
ἀποτόμως	부사
ἀποφορτίζομαι	동사
ἀποχωρίζομαι	동사
Ἀππίου	명사
Ἄραψ	명사
ἀργυροκόπος	명사
Ἀρεοπαγίτης	명사
Ἁρέτας	명사
Ἀριστόβουλος	명사
ἁρμόζομαι	동사
ἄρρητος	형용사
ἀρσενοκοίτης	명사
ἀρτέμων	명사
ἀρχιερατικός	형용사
ἀρχιτέκτων	명사
ἀσάλευτος	형용사
ἄσημος	형용사
ἀσθένημα	명사
Ἀσιανός	명사
Ἀσιάρχης	명사
ἀσιτία	명사
ἄσιτος	형용사
ἀσκέω	동사
ἀσμένως	부사
ἀσπίς	명사
ἆσσον	부사
ἀστατέω	동사
ἀστεῖος	형용사
ἄστοργος	형용사
Ἀσύγκριτος	명사
ἀσύμφωνος	형용사
ἀσύνθετος	형용사
ἀσχημοσύνη	명사
ἀσχήμων	형용사
ἀτμίς	명사
ἄτομος	형용사
Ἀττάλεια	명사
αὐγάζω	동사
αὐγή	명사
αὐλός	명사
αὐτάρκεια	명사
αὐτόχειρ	형용사
ἀφελότης	명사
ἀφικνέομαι	동사
ἄφιξις	명사
Ἀχαϊκός	명사
ἀχλύς	명사
ἀχρειόομαι	동사
ἄψυχος	형용사
Βάαλ	명사
Βαριησοῦς	명사
βάσις	명사
βδελύσσομαι	동사
Βελιάρ	명사
Βεροιαῖος	형용사
βίαιος	형용사
Βιθυνία	명사
βίωσις	명사
Βλάστος	명사
βλάσφημος	형용사
βοήθεια	명사
βραβεῖον	명사
βραδυπλοέω	동사
βρόχος	명사
βυθός	명사
βωμός	명사
γάζα	명사
Γάζα	명사
Γαλατία	명사
γερουσία	명사
γεώργιον	명사
γλεῦκος	명사
γνήσιος	형용사
γνώστης	명사
γόμος	명사
γραπτός	형용사
γυμνιτεύω	동사
Δάμαρις	명사
Δαμασκηνός	형용사
δεισιδαιμονία	명사
δεισιδαίμων	형용사
δεξιολάβος	명사
Δερβαῖος	형용사
δευτεραῖος	형용사
δημηγορέω	동사
διάγνωσις	명사
διαδέχομαι	동사
διάδοχος	명사
διακατελέγχομαι	동사
διακούω	동사
διαλύω	동사
διαμάχομαι	동사
διανέμω	동사
διανύω	동사
διαπλέω	동사
διάστημα	명사
διατελέω	동사
διαφεύγω	동사
διάφορος	형용사
διαχλευάζω	동사
διενθυμέομαι	동사
διερμηνευτής	명사
διερωτάω	동사
διθάλασσος	형용사
δικαιοκρισία	명사
δίκη	명사
Διονύσιος	명사
διοπετής	형용사
διόρθωμα	명사
Διόσκουροι	명사
διχοστασία	명사
δόλιος	형용사
δολιόω	동사
δολόω	동사
δότης	명사
δουλαγωγέω	동사
δράσσομαι	동사
Δρούσιλλα	명사
δυσεντέριον	명사
δυσφημέω	동사
δυσφημία	명사
δωδεκάφυλον	명사
δώρημα	명사
ἐγγύτερον	부사
ἐγκοπή	명사
ἐγκράτεια	명사
ἐγκρίνω	동사
ἔδαφος	명사
ἐθνάρχης	명사
εἰδωλεῖον	명사
εἰδωλολατρία	명사
εἰσδέχομαι	동사
εἰσκαλέομαι	동사
εἴσοδος	명사
εἰσπηδάω	동사
εἰστρέχω	동사
ἑκατονταετής	형용사
ἔκβασις	명사
ἐκβολή	명사
ἐκδαπανάομαι	동사
ἔκδικος	형용사
ἔκδοτος	형용사
ἔκθαμβος	형용사
ἔκθετος	형용사
ἐκκαθαίρω	동사
ἐκκαίομαι	동사
ἐκκλείω	동사
ἐκκολυμβάω	동사
ἐκλαλέω	동사
ἐκνήφω	동사
ἐκπετάννυμι	동사
ἐκπηδάω	동사
ἐκπληρόω	동사
